CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
2040-LDIWQ,65,84.2,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.21
6496-JDSSB,8,80.0,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,80.0,58.93
9408-SSNVZ,4,70.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.15,59.78
4443-EMBNA,71,24.75,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.73
6469-MRVET,1,20.2,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,22.13
0742-MOABM,4,50.05,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,26.27
5961-VUSRV,12,19.35,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,4.18
6778-JFCMK,24,50.6,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.27
6341-JVQGF,31,81.15,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.13
2232-DMLXU,1,55.2,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,55.2,58.8
4811-JBUVU,30,89.9,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.19
0945-TSONX,47,85.3,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.72
2651-ZCBXV,54,108.0,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,25.37
3316-UWXUY,50,93.5,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,16.07
8937-RDTHP,1,84.6,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,84.6,70.19
7083-MIOPC,72,20.25,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.52
1984-GPTEH,29,25.15,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.51
1251-KRREG,2,54.4,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,54.4,49.3
0621-JFHOL,10,29.6,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.1
9903-LYSAB,18,73.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,73.15,50.0
0094-OIFMO,11,95.0,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.0,79.32
9227-UAQFT,16,19.75,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.74
7301-ABVAD,72,86.6,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.57
6614-FHDBO,72,109.2,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.89
7576-ASEJU,41,74.7,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,12.81
9058-HRZSV,65,94.4,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.62
4522-AKYLR,13,54.8,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.06
0221-WMXNQ,4,75.35,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.14
0303-UNCIP,41,65.0,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.94
9947-OTFQU,15,74.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.4,57.61
0322-YINQP,1,48.55,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,48.55,51.59
0959-WHOKV,42,99.0,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,26.89
4075-JFPGR,51,93.5,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.61
4629-NRXKX,2,70.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.4,57.21
9514-JDSKI,1,40.2,Month-to-month,DSL,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,40.2,76.65
3282-ZISZV,32,83.7,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,12.24
3675-YDUPJ,10,19.85,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.91
4111-BNXIF,67,59.55,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,5.2
7017-VFHAY,61,115.1,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.15
6655-LHBYW,50,114.35,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,23.45
4959-JOSRX,2,44.6,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,44.6,48.16
5046-NUHWD,29,45.0,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,26.68
7273-TEFQD,3,41.15,Month-to-month,DSL,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,41.15,72.11
3606-TWKGI,13,106.9,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,106.9,69.65
7529-ZDFXI,57,89.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.85,37.49
7605-BDWDC,31,49.85,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.6
1950-KSVVJ,45,113.3,One year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.84
0123-CRBRT,61,88.1,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.95
6292-TOSSS,50,24.9,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.48
3197-ARFOY,19,105.0,Month-to-month,Fiber optic,Yes,Mailed check,1,Medium Risk,Offer contract upgrade incentive,105.0,57.94
6323-AYBRX,59,19.35,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.27
7014-ZZXAW,71,24.25,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.76
4385-GZQXV,16,94.45,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.45,61.02
7633-MVPUY,57,59.75,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,2.05
6366-ZGQGL,1,24.8,Month-to-month,DSL,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,24.8,51.36
4716-HHKQH,20,107.05,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,107.05,47.74
5940-AHUHD,1,70.6,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,70.6,69.41
6432-TWQLB,5,85.4,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,85.4,73.78
4484-GLZOU,52,105.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,105.05,56.79
3179-GBRWV,21,64.95,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,15.85
8645-KWHJO,14,55.0,Month-to-month,DSL,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,55.0,40.12
4130-MZLCC,5,50.55,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,25.36
0314-TKOSI,6,55.15,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,13.81
8229-MYEJZ,10,51.2,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,21.74
2080-SRCDE,1,25.4,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,20.81
9577-WJVCQ,68,54.45,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.36
9512-UIBFX,18,95.15,Month-to-month,Fiber optic,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,33.12
6202-DYYFX,22,76.0,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,16.44
3808-HFKDE,20,44.35,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,44.35,37.28
5583-SXDAG,1,70.0,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,70.0,75.55
3488-PGMQJ,8,74.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.5,57.12
3580-REOAC,10,44.85,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,26.5
7534-BFESC,24,76.1,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,76.1,46.87
3727-OWVYD,35,61.2,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.2
2294-SALNE,23,86.8,One year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.68
4847-TAJYI,6,89.35,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,89.35,80.98
1563-IWQEX,12,19.7,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.41
8203-XJZRC,1,20.25,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,25.58
6556-DBKZF,71,76.05,Two year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,4.66
6851-WEFYX,35,100.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,100.8,54.26
2985-JUUBZ,40,74.55,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,27.82
6390-DSAZX,1,73.6,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,73.6,61.32
0895-LMRSF,23,64.9,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,10.73
8098-LLAZX,4,95.45,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.45,88.92
8266-VBFQL,4,90.4,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,90.4,70.09
8181-YHCMF,68,60.3,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.19
2240-HSJQD,38,81.85,Month-to-month,Fiber optic,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,33.08
1248-DYXUB,52,24.8,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.98
0265-EDXBD,32,74.9,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.9,52.68
4115-BNPJY,29,75.55,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.22
3167-SNQPL,38,101.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.15,38.59
4091-TVOCN,48,78.75,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.43
1098-TDVUQ,1,19.25,Month-to-month,No,No internet service,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,19.25,36.51
7277-OZCGZ,22,89.05,Month-to-month,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,31.5
1557-EMYVT,43,115.05,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,13.34
2799-ARNLO,5,69.35,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.35,62.64
7563-BIUPC,5,80.6,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,80.6,71.33
5027-YOCXN,51,110.05,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,14.74
3973-SKMLN,71,19.9,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.88
2321-OMBXY,38,80.3,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,15.18
2840-XANRC,24,93.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,93.15,55.47
6745-JEFZB,35,91.5,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,28.21
5020-ZSTTY,54,82.45,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.23
9880-TDQAC,72,60.0,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.01
8705-WZCYL,1,44.8,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,44.8,61.74
7102-JJVTX,9,48.6,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.75
8626-PTQGE,69,60.05,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.49
4983-CLMLV,52,102.7,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,26.83
5701-YVSVF,11,82.9,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,82.9,55.61
5804-LEPIM,2,70.35,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,70.35,70.27
5697-GOMBF,28,35.9,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,33.37
2739-CACDQ,17,82.65,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,82.65,46.04
9385-EHGDO,35,19.85,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.29
9498-FIMXL,8,19.2,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.29
2379-GYFLQ,46,94.9,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,12.94
0122-OAHPZ,7,73.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,73.85,69.52
2868-SNELZ,2,80.6,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,80.6,70.38
4322-RCYMT,68,75.8,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,16.87
6680-NENYN,43,104.6,Two year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.0
2088-IEBAU,68,88.15,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,2.51
7982-VCELR,36,94.8,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,27.11
1343-EHPYB,63,103.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,103.4,47.02
6035-BXTTY,32,54.65,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,10.39
6885-PKOAM,71,85.75,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.59
7520-HQWJU,66,67.45,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.24
9639-BUJXT,63,20.5,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.5
5924-SNGKP,41,20.25,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.16
0021-IKXGC,1,72.1,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,72.1,85.62
2034-GDRCN,2,90.4,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,90.4,75.63
8966-SNIZF,70,19.45,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.11
6243-OZGFH,23,44.95,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,44.95,38.86
4654-DLAMQ,64,97.0,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.73
0513-RBGPE,37,62.8,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.82
5160-UXJED,17,44.6,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.93
4115-NZRKS,7,89.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.15,67.1
0219-YTZUE,4,84.8,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,High Risk,Offer annual contract discount + proactive support,84.8,83.3
0623-IIHUG,21,41.9,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,41.9,49.07
4572-DVCGN,10,80.25,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,80.25,61.59
3351-NGXYI,16,54.1,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,54.1,38.59
8984-EYLLL,64,105.25,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,16.09
9057-MSWCO,27,30.75,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,23.84
9833-TGFHX,42,97.1,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.67
9294-TDIPC,5,20.2,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.21
5229-DTFYB,41,98.8,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.52
0104-PPXDV,58,50.3,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.52
5176-LMJXE,47,20.55,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.08
3583-KRKMD,18,75.9,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,24.03
1010-DIAUQ,5,96.5,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,96.5,66.59
9069-LGEUL,23,59.95,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.64
7302-ZHMHP,1,19.15,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,20.35
9571-EDEBV,71,98.65,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.05
3520-FJGCV,72,112.6,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.56
6563-VRERX,33,20.6,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.69
0259-GBZSH,2,85.65,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,85.65,84.65
6122-EFVKN,24,35.75,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.65
2805-EDJPQ,56,99.75,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.96
6862-CQUMB,37,96.1,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,32.01
7156-MXBJE,43,85.1,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.54
6158-HDPXZ,1,25.35,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,25.35,51.16
9601-BRXPO,25,104.95,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,104.95,57.38
2863-IMQDR,61,89.65,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,1.92
